1,AVAILABLE,101,1,Location 1
2,AVAILABLE,101,2,Location 2
3,AVAILABLE,101,3,Location 3
4,AVAILABLE,101,4,Location 4
5,AVAILABLE,101,5,Location 5
6,AVAILABLE,101,6,Location 6
7,AVAILABLE,101,7,Location 7
8,AVAILABLE,101,8,Location 8
9,AVAILABLE,101,9,Location 9
10,AVAILABLE,101,10,Location 10
11,AVAILABLE,101,11,Location 11
12,AVAILABLE,101,12,Location 12
13,AVAILABLE,101,13,Location 13
14,AVAILABLE,101,14,Location 14
15,AVAILABLE,101,15,Location 15
16,AVAILABLE,101,16,Location 16
17,AVAILABLE,101,17,Location 17
18,AVAILABLE,101,18,Location 18
19,AVAILABLE,101,19,Location 19
20,AVAILABLE,101,20,Location 20
21,AVAILABLE,101,21,Location 21
22,AVAILABLE,101,22,Location 22
23,AVAILABLE,101,23,Location 23
24,AVAILABLE,101,24,Location 24
25,AVAILABLE,101,25,Location 25
26,AVAILABLE,101,26,Location 26
27,AVAILABLE,101,27,Location 27
28,AVAILABLE,101,28,Location 28
29,AVAILABLE,101,29,Location 29
30,AVAILABLE,101,30,Location 30
31,AVAILABLE,101,31,Location 31
32,AVAILABLE,101,32,Location 32
33,AVAILABLE,101,33,Location 33
34,AVAILABLE,101,34,Location 34
35,AVAILABLE,101,35,Location 35
36,AVAILABLE,101,36,Location 36
37,AVAILABLE,101,37,Location 37
38,AVAILABLE,101,38,Location 38
39,AVAILABLE,101,39,Location 39
40,AVAILABLE,101,40,Location 40
41,AVAILABLE,101,41,Location 41
42,AVAILABLE,101,42,Location 42
43,AVAILABLE,101,43,Location 43
44,AVAILABLE,101,44,Location 44
45,AVAILABLE,101,45,Location 45
46,AVAILABLE,101,46,Location 46
47,AVAILABLE,101,47,Location 47
48,AVAILABLE,101,48,Location 48
49,AVAILABLE,101,49,Location 49
50,AVAILABLE,101,50,Location 50
51,AVAILABLE,101,51,Location 51
52,AVAILABLE,101,52,Location 52
53,AVAILABLE,101,53,Location 53
54,AVAILABLE,101,54,Location 54
55,AVAILABLE,101,55,Location 55
56,AVAILABLE,101,56,Location 56
57,AVAILABLE,101,57,Location 57
58,AVAILABLE,101,58,Location 58
59,AVAILABLE,101,59,Location 59
60,AVAILABLE,101,60,Location 60
61,AVAILABLE,101,61,Location 61
62,AVAILABLE,101,62,Location 62
63,AVAILABLE,101,63,Location 63
64,AVAILABLE,101,64,Location 64
65,AVAILABLE,101,65,Location 65
66,AVAILABLE,101,66,Location 66
67,AVAILABLE,101,67,Location 67
68,AVAILABLE,101,68,Location 68
69,AVAILABLE,101,69,Location 69
70,AVAILABLE,101,70,Location 70
71,AVAILABLE,101,71,Location 71
72,AVAILABLE,101,72,Location 72
73,AVAILABLE,101,73,Location 73
74,AVAILABLE,101,74,Location 74
75,AVAILABLE,101,75,Location 75
76,AVAILABLE,101,76,Location 76
77,AVAILABLE,101,77,Location 77
78,AVAILABLE,101,78,Location 78
79,AVAILABLE,101,79,Location 79
80,AVAILABLE,101,80,Location 80
81,AVAILABLE,101,81,Location 81
82,AVAILABLE,101,82,Location 82
83,AVAILABLE,101,83,Location 83
84,AVAILABLE,101,84,Location 84
85,AVAILABLE,101,85,Location 85
86,AVAILABLE,101,86,Location 86
87,AVAILABLE,101,87,Location 87
88,AVAILABLE,101,88,Location 88
89,AVAILABLE,101,89,Location 89
90,AVAILABLE,101,90,Location 90
91,AVAILABLE,101,91,Location 91
92,AVAILABLE,101,92,Location 92
93,AVAILABLE,101,93,Location 93
94,AVAILABLE,101,94,Location 94
95,AVAILABLE,101,95,Location 95
96,AVAILABLE,101,96,Location 96
97,AVAILABLE,101,97,Location 97
98,AVAILABLE,101,98,Location 98
99,AVAILABLE,101,99,Location 99
100,AVAILABLE,101,100,Location 100
